date,channel,geo,ad_format,impressions,clicks,revenue,ecpm,fill_rate
2026-01-16,AppLovin,BR,Native,37536,645,23.95,0.8845,0.7214
2026-01-16,AppLovin,ID,Banner,104447,2183,13.12,0.1682,0.7468
2026-01-16,AppLovin,ID,Interstitial,17943,297,8.06,0.6555,0.6853
2026-01-16,AppLovin,ID,Rewarded,31141,701,17.79,0.8556,0.6677
2026-01-16,AppLovin,ID,Native,57184,1259,14.64,0.4202,0.6092
2026-01-16,AppLovin,DE,Banner,44487,743,66.99,1.6655,0.9042
2026-01-16,AppLovin,DE,Interstitial,9753,163,50.85,5.8886,0.8855
2026-01-16,AppLovin,DE,Rewarded,13158,224,86.89,7.8584,0.8404
2026-01-16,AppLovin,DE,Native,26649,502,73.12,3.5429,0.7744
2026-01-16,AppLovin,JP,Banner,67917,1214,103.27,1.7041,0.8922
2026-01-16,AppLovin,JP,Interstitial,13301,305,69.03,6.4484,0.8048
2026-01-16,AppLovin,JP,Rewarded,19276,333,126.23,8.3288,0.7863
2026-01-16,AppLovin,JP,Native,33128,664,105.15,4.4174,0.7185
2026-01-16,ironSource,US,Banner,109438,2582,279.52,2.7724,0.9212
2026-01-16,ironSource,US,Interstitial,20214,403,152.11,8.3201,0.9044
2026-01-16,ironSource,US,Rewarded,29747,673,324.3,12.7253,0.8567
2026-01-16,ironSource,US,Native,48552,999,218.2,5.7516,0.7814
2026-01-16,ironSource,IN,Banner,147440,2753,29.18,0.2541,0.7789
2026-01-16,ironSource,IN,Interstitial,28225,520,16.57,0.7582,0.7743
2026-01-16,ironSource,IN,Rewarded,43231,703,35.43,1.1906,0.6885
2026-01-16,ironSource,IN,Native,75755,1428,28.52,0.5649,0.6664
2026-01-16,ironSource,BR,Banner,59051,1066,19.51,0.3935,0.8396
2026-01-16,ironSource,BR,Interstitial,11076,195,10.92,1.1899,0.8285
2026-01-16,ironSource,BR,Rewarded,19130,424,23.63,1.6276,0.7588
2026-01-16,ironSource,BR,Native,28548,626,17.03,0.8507,0.7012
2026-01-16,ironSource,ID,Banner,69254,1592,9.32,0.1927,0.6983
2026-01-16,ironSource,ID,Interstitial,15292,355,6.44,0.6267,0.6716
2026-01-16,ironSource,ID,Rewarded,21311,354,11.62,0.8421,0.6475
2026-01-16,ironSource,ID,Native,36351,691,10.66,0.4573,0.6412
2026-01-16,ironSource,DE,Banner,45079,974,65.99,1.6648,0.8793
2026-01-16,ironSource,DE,Interstitial,8381,179,42.25,6.038,0.8349
2026-01-16,ironSource,DE,Rewarded,10387,249,60.87,7.6125,0.7698
2026-01-16,ironSource,DE,Native,21813,401,67.99,4.0708,0.7657
2026-01-16,ironSource,JP,Banner,44768,987,67.02,1.7225,0.8691
2026-01-16,ironSource,JP,Interstitial,10118,170,44.22,5.493,0.7957
2026-01-16,ironSource,JP,Rewarded,14597,327,114.62,9.7797,0.8029
2026-01-16,ironSource,JP,Native,24747,569,72.63,4.0838,0.7187
2026-01-17,AdMob,US,Banner,311922,6206,684.03,2.3807,0.9211
2026-01-17,AdMob,US,Interstitial,59657,1212,486.59,9.2585,0.881
2026-01-17,AdMob,US,Rewarded,74614,1213,696.37,11.6354,0.8021
2026-01-17,AdMob,US,Native,154244,3499,722.45,6.2158,0.7535
2026-01-17,AdMob,IN,Banner,412360,7825,72.26,0.2305,0.7604
2026-01-17,AdMob,IN,Interstitial,85228,2036,49.94,0.7982,0.7341
2026-01-17,AdMob,IN,Rewarded,119615,2512,89.37,1.1141,0.6706
2026-01-17,AdMob,IN,Native,199261,4028,79.05,0.5977,0.6638
2026-01-17,AdMob,BR,Banner,175687,3259,48.7,0.3363,0.8243
2026-01-17,AdMob,BR,Interstitial,35467,842,31.13,1.1304,0.7765
2026-01-17,AdMob,BR,Rewarded,44328,814,66.6,1.909,0.787
2026-01-17,AdMob,BR,Native,76821,1624,44.17,0.7805,0.7368
2026-01-17,AdMob,ID,Banner,249509,4303,35.84,0.1957,0.7338
2026-01-17,AdMob,ID,Interstitial,42459,703,18.08,0.6411,0.6641
2026-01-17,AdMob,ID,Rewarded,73207,1552,43.62,0.8825,0.6752
2026-01-17,AdMob,ID,Native,100869,1886,27.57,0.4576,0.5972
2026-01-17,AdMob,DE,Banner,111627,1896,150.84,1.5019,0.8997
2026-01-17,AdMob,DE,Interstitial,22316,500,104.59,5.3358,0.8783
2026-01-17,AdMob,DE,Rewarded,30912,532,198.51,8.0298,0.7997
2026-01-17,AdMob,DE,Native,62648,1186,186.21,4.0096,0.7413
2026-01-17,AdMob,JP,Banner,126750,3027,198.12,1.8462,0.8467
2026-01-17,AdMob,JP,Interstitial,31170,725,154.12,5.8683,0.8426
2026-01-17,AdMob,JP,Rewarded,43824,996,288.5,8.4141,0.7824
2026-01-17,AdMob,JP,Native,74984,1736,251.57,4.3266,0.7754
2026-01-17,Unity,US,Banner,226594,4967,490.67,2.3434,0.9241
2026-01-17,Unity,US,Interstitial,43352,970,317.98,8.6814,0.8449
2026-01-17,Unity,US,Rewarded,64361,1119,620.96,11.6946,0.825
2026-01-17,Unity,US,Native,95718,1952,398.43,5.3765,0.7742
2026-01-17,Unity,IN,Banner,333551,5911,66.65,0.2478,0.8062
2026-01-17,Unity,IN,Interstitial,57067,1358,34.96,0.8562,0.7156
2026-01-17,Unity,IN,Rewarded,106526,1787,94.07,1.2002,0.7358
2026-01-17,Unity,IN,Native,151488,3548,56.93,0.5755,0.6531
2026-01-17,Unity,BR,Banner,105014,2228,32.75,0.3636,0.8577
2026-01-17,Unity,BR,Interstitial,22379,392,21.82,1.1675,0.8353
2026-01-17,Unity,BR,Rewarded,39777,863,56.91,1.8226,0.7851
2026-01-17,Unity,BR,Native,55077,1071,35.13,0.8516,0.7491
2026-01-17,Unity,ID,Banner,183536,3508,22.72,0.1783,0.6943
2026-01-17,Unity,ID,Interstitial,36563,842,15.0,0.5784,0.7092
2026-01-17,Unity,ID,Rewarded,46129,853,25.21,0.825,0.6626
2026-01-17,Unity,ID,Native,87332,1940,22.16,0.4152,0.6111
2026-01-17,Unity,DE,Banner,77659,1470,112.6,1.6312,0.8889
2026-01-17,Unity,DE,Interstitial,16225,327,79.89,5.8397,0.8432
2026-01-17,Unity,DE,Rewarded,25386,595,158.22,7.8696,0.792
2026-01-17,Unity,DE,Native,42949,697,130.35,3.9094,0.7763
2026-01-17,Unity,JP,Banner,104190,1966,166.11,1.8034,0.884
2026-01-17,Unity,JP,Interstitial,17598,339,86.59,5.632,0.8737
2026-01-17,Unity,JP,Rewarded,29885,649,184.99,8.1949,0.7554
2026-01-17,Unity,JP,Native,50887,1117,156.03,4.2073,0.7288
2026-01-17,AppLovin,US,Banner,129442,2367,283.72,2.3919,0.9164
2026-01-17,AppLovin,US,Interstitial,26571,600,206.2,8.7469,0.8872
2026-01-17,AppLovin,US,Rewarded,42060,1002,396.92,11.6614,0.8093
2026-01-17,AppLovin,US,Native,73950,1489,340.85,6.1996,0.7435
2026-01-17,AppLovin,IN,Banner,198089,4704,39.18,0.2433,0.8128
2026-01-17,AppLovin,IN,Interstitial,46559,995,28.59,0.7933,0.774
2026-01-17,AppLovin,IN,Rewarded,59993,1185,48.89,1.1918,0.6838
2026-01-17,AppLovin,IN,Native,113463,1964,42.21,0.5692,0.6535
2026-01-17,AppLovin,BR,Banner,86346,1615,28.63,0.3838,0.8639
2026-01-17,AppLovin,BR,Interstitial,19503,318,19.86,1.2989,0.784
2026-01-17,AppLovin,BR,Rewarded,27748,641,42.62,1.9179,0.8008
2026-01-17,AppLovin,BR,Native,44425,798,25.84,0.845,0.6884
2026-01-17,AppLovin,ID,Banner,113606,2492,15.19,0.1846,0.7241
2026-01-17,AppLovin,ID,Interstitial,21480,414,8.56,0.6078,0.6558
2026-01-17,AppLovin,ID,Rewarded,37089,675,23.57,0.9348,0.6798
2026-01-17,AppLovin,ID,Native,57468,1313,14.18,0.4057,0.6084
2026-01-17,AppLovin,DE,Banner,60677,1394,94.12,1.7762,0.8733
2026-01-17,AppLovin,DE,Interstitial,9981,184,49.72,5.9275,0.8404
2026-01-17,AppLovin,DE,Rewarded,17312,325,120.19,8.9771,0.7734
2026-01-17,AppLovin,DE,Native,31825,617,89.02,3.77,0.742
2026-01-17,AppLovin,JP,Banner,69407,1390,122.19,1.9495,0.9031
2026-01-17,AppLovin,JP,Interstitial,16481,298,78.47,5.9583,0.7991
2026-01-17,AppLovin,JP,Rewarded,21148,468,146.68,8.3824,0.8274
2026-01-17,AppLovin,JP,Native,33439,786,109.33,4.2763,0.7646
2026-01-17,ironSource,US,Banner,128166,2627,309.87,2.5577,0.9453
2026-01-17,ironSource,US,Interstitial,23363,472,154.2,7.8451,0.8413
2026-01-17,ironSource,US,Rewarded,32107,522,313.31,11.5286,0.8465
2026-01-17,ironSource,US,Native,59143,1175,290.35,5.9966,0.8187
2026-01-17,ironSource,IN,Banner,159910,3833,31.28,0.2425,0.8066
2026-01-17,ironSource,IN,Interstitial,36030,631,21.43,0.7712,0.7711
2026-01-17,ironSource,IN,Rewarded,57111,1072,45.04,1.1774,0.6698
2026-01-17,ironSource,IN,Native,85520,1551,34.41,0.5808,0.6928
2026-01-17,ironSource,BR,Banner,75447,1249,21.11,0.328,0.8532
2026-01-17,ironSource,BR,Interstitial,15596,352,16.17,1.2639,0.8203
2026-01-17,ironSource,BR,Rewarded,21616,505,33.25,1.9688,0.7814
2026-01-17,ironSource,BR,Native,34677,590,19.49,0.7757,0.7245
2026-01-17,ironSource,ID,Banner,94552,1520,12.36,0.1794,0.7288
2026-01-17,ironSource,ID,Interstitial,16715,318,7.16,0.599,0.7148
2026-01-17,ironSource,ID,Rewarded,26973,496,16.58,0.9386,0.6547
2026-01-17,ironSource,ID,Native,44769,763,11.36,0.3963,0.6405
2026-01-17,ironSource,DE,Banner,44231,983,57.8,1.4935,0.875
2026-01-17,ironSource,DE,Interstitial,8375,134,35.98,5.0381,0.8528
2026-01-17,ironSource,DE,Rewarded,12080,281,88.02,8.7576,0.832
2026-01-17,ironSource,DE,Native,25446,566,74.21,3.991,0.7308
2026-01-17,ironSource,JP,Banner,63460,1133,106.62,1.9077,0.8807
2026-01-17,ironSource,JP,Interstitial,12691,218,69.75,6.2726,0.8762
2026-01-17,ironSource,JP,Rewarded,15830,276,109.44,8.4812,0.8152
2026-01-17,ironSource,JP,Native,25012,567,82.31,4.6188,0.7125
2026-01-18,AdMob,US,Banner,275887,6404,695.23,2.7242,0.925
2026-01-18,AdMob,US,Interstitial,64851,1167,416.03,7.6655,0.8369
2026-01-18,AdMob,US,Rewarded,90631,1890,1026.96,13.7401,0.8247
2026-01-18,AdMob,US,Native,130316,2365,673.4,6.3129,0.8185
2026-01-18,AdMob,IN,Banner,459285,9195,79.33,0.2201,0.7846
2026-01-18,AdMob,IN,Interstitial,82186,1658,47.36,0.7907,0.7287
2026-01-18,AdMob,IN,Rewarded,141546,3072,110.32,1.082,0.7203
2026-01-18,AdMob,IN,Native,220773,5219,76.54,0.5099,0.6799
2026-01-18,AdMob,BR,Banner,159052,3278,45.47,0.3473,0.8231
2026-01-18,AdMob,BR,Interstitial,30927,633,29.68,1.1655,0.8234
2026-01-18,AdMob,BR,Rewarded,49987,802,68.15,1.7713,0.7698
2026-01-18,AdMob,BR,Native,75343,1631,47.13,0.9041,0.692
2026-01-18,AdMob,ID,Banner,258982,5322,31.61,0.1717,0.7107
2026-01-18,AdMob,ID,Interstitial,51267,855,23.45,0.653,0.7004
2026-01-18,AdMob,ID,Rewarded,72501,1188,41.4,0.8839,0.6461
2026-01-18,AdMob,ID,Native,104341,1921,28.25,0.4444,0.6092
2026-01-18,AdMob,DE,Banner,110998,2017,180.91,1.767,0.9224
2026-01-18,AdMob,DE,Interstitial,20360,420,94.82,5.2272,0.891
2026-01-18,AdMob,DE,Rewarded,34846,782,234.17,8.409,0.7991
2026-01-18,AdMob,DE,Native,57901,1175,151.62,3.5549,0.7366
2026-01-18,AdMob,JP,Banner,162577,3595,256.8,1.731,0.9125
2026-01-18,AdMob,JP,Interstitial,26574,580,116.12,5.4436,0.8027
2026-01-18,AdMob,JP,Rewarded,39239,855,272.54,8.7683,0.7921
2026-01-18,AdMob,JP,Native,63535,1291,195.57,4.1213,0.7469
2026-01-18,Unity,US,Banner,220471,4749,498.14,2.3826,0.9483
2026-01-18,Unity,US,Interstitial,40924,700,313.38,8.8392,0.8663
2026-01-18,Unity,US,Rewarded,63377,1185,681.74,12.8129,0.8395
2026-01-18,Unity,US,Native,112907,2212,512.36,6.054,0.7496
2026-01-18,Unity,IN,Banner,346763,8030,68.7,0.2541,0.7796
2026-01-18,Unity,IN,Interstitial,59911,1388,36.27,0.7857,0.7705
2026-01-18,Unity,IN,Rewarded,101981,2337,88.29,1.2862,0.6731
2026-01-18,Unity,IN,Native,152335,2946,51.54,0.524,0.6457
2026-01-18,Unity,BR,Banner,111736,2052,31.76,0.3471,0.819
2026-01-18,Unity,BR,Interstitial,24673,542,23.27,1.186,0.7951
2026-01-18,Unity,BR,Rewarded,40501,889,57.65,1.8924,0.7521
2026-01-18,Unity,BR,Native,54071,1214,29.92,0.7779,0.7113
2026-01-18,Unity,ID,Banner,148748,3401,16.95,0.1643,0.6935
2026-01-18,Unity,ID,Interstitial,33492,677,13.14,0.5704,0.6878
2026-01-18,Unity,ID,Rewarded,50552,933,28.93,0.852,0.6716
2026-01-18,Unity,ID,Native,85188,1602,19.53,0.3794,0.6042
2026-01-18,Unity,DE,Banner,81550,1446,113.97,1.509,0.9261
2026-01-18,Unity,DE,Interstitial,16955,371,85.09,5.8335,0.8603
2026-01-18,Unity,DE,Rewarded,25322,464,169.4,8.0116,0.835
2026-01-18,Unity,DE,Native,41109,757,125.48,4.039,0.7557
2026-01-18,Unity,JP,Banner,99397,2023,174.66,1.9145,0.9178
2026-01-18,Unity,JP,Interstitial,21099,376,109.78,6.4839,0.8024
2026-01-18,Unity,JP,Rewarded,32079,619,252.16,9.5827,0.8203
2026-01-18,Unity,JP,Native,44114,808,133.18,4.1477,0.7279
2026-01-18,AppLovin,US,Banner,155491,3019,344.75,2.3335,0.9501
2026-01-18,AppLovin,US,Interstitial,29578,494,198.42,7.8024,0.8598
2026-01-18,AppLovin,US,Rewarded,49096,873,547.94,13.5335,0.8247
2026-01-18,AppLovin,US,Native,81221,1665,353.75,5.7651,0.7555
2026-01-18,AppLovin,IN,Banner,260620,6126,42.8,0.2162,0.7596
2026-01-18,AppLovin,IN,Interstitial,41460,949,22.84,0.7381,0.7462
2026-01-18,AppLovin,IN,Rewarded,68526,1137,64.57,1.3187,0.7146
2026-01-18,AppLovin,IN,Native,132002,2701,47.08,0.5497,0.6489
2026-01-18,AppLovin,BR,Banner,81186,1590,21.65,0.3302,0.8076
2026-01-18,AppLovin,BR,Interstitial,18993,347,19.6,1.2174,0.8478
2026-01-18,AppLovin,BR,Rewarded,24170,441,29.98,1.6775,0.7393
2026-01-18,AppLovin,BR,Native,46913,837,32.24,0.9082,0.7568
2026-01-18,AppLovin,ID,Banner,128154,2942,15.42,0.1738,0.6921
2026-01-18,AppLovin,ID,Interstitial,23939,438,9.1,0.5598,0.6792
2026-01-18,AppLovin,ID,Rewarded,36950,607,22.39,0.8916,0.6797
2026-01-18,AppLovin,ID,Native,54999,1018,14.09,0.4185,0.6122
2026-01-18,AppLovin,DE,Banner,61454,1379,102.4,1.7737,0.9395
2026-01-18,AppLovin,DE,Interstitial,12709,234,62.34,5.5556,0.8829
2026-01-18,AppLovin,DE,Rewarded,16724,305,107.31,7.9479,0.8074
2026-01-18,AppLovin,DE,Native,32731,661,89.06,3.7059,0.7343
2026-01-18,AppLovin,JP,Banner,62324,1228,88.48,1.6598,0.8553
2026-01-18,AppLovin,JP,Interstitial,14087,273,76.69,6.3596,0.856
2026-01-18,AppLovin,JP,Rewarded,20486,336,144.52,8.6696,0.8137
2026-01-18,AppLovin,JP,Native,30685,523,101.86,4.4483,0.7463
2026-01-18,ironSource,US,Banner,105877,2295,279.58,2.7706,0.9531
2026-01-18,ironSource,US,Interstitial,22877,542,178.75,8.5346,0.9155
2026-01-18,ironSource,US,Rewarded,31553,558,343.12,13.5433,0.8029
2026-01-18,ironSource,US,Native,60537,1011,288.25,5.837,0.8157
2026-01-18,ironSource,IN,Banner,184636,3185,38.97,0.2601,0.8115
2026-01-18,ironSource,IN,Interstitial,35327,838,20.71,0.8191,0.7158
2026-01-18,ironSource,IN,Rewarded,62068,1035,46.95,1.1201,0.6754
2026-01-18,ironSource,IN,Native,103300,2023,35.7,0.5257,0.6574
2026-01-18,ironSource,BR,Banner,71049,1666,19.34,0.3292,0.8268
2026-01-18,ironSource,BR,Interstitial,15490,288,15.09,1.2675,0.7687
2026-01-18,ironSource,BR,Rewarded,21494,452,29.42,1.7191,0.7963
2026-01-18,ironSource,BR,Native,30069,499,20.65,0.9087,0.7556
2026-01-18,ironSource,ID,Banner,92893,1619,11.44,0.1729,0.7123
2026-01-18,ironSource,ID,Interstitial,18830,313,8.44,0.655,0.6842
2026-01-18,ironSource,ID,Rewarded,28593,556,16.72,0.8712,0.6711
2026-01-18,ironSource,ID,Native,41761,756,10.34,0.3941,0.6284
2026-01-18,ironSource,DE,Banner,49687,980,68.21,1.5529,0.884
2026-01-18,ironSource,DE,Interstitial,10423,196,51.69,5.9749,0.8299
2026-01-18,ironSource,DE,Rewarded,12348,286,82.35,8.2665,0.8068
2026-01-18,ironSource,DE,Native,25967,601,74.64,3.7603,0.7644
2026-01-18,ironSource,JP,Banner,62790,1216,87.97,1.6213,0.8642
2026-01-18,ironSource,JP,Interstitial,10567,223,47.52,5.6395,0.7974
2026-01-18,ironSource,JP,Rewarded,16020,359,101.17,8.1942,0.7707
2026-01-18,ironSource,JP,Native,31781,757,98.67,4.1858,0.7417
2026-01-19,AdMob,US,Banner,227542,3955,492.95,2.4048,0.9009
2026-01-19,AdMob,US,Interstitial,48190,929,391.89,9.1984,0.8841
2026-01-19,AdMob,US,Rewarded,84774,1740,790.55,11.5986,0.804
2026-01-19,AdMob,US,Native,129333,2740,541.06,5.4021,0.7744
2026-01-19,AdMob,IN,Banner,423768,7097,80.06,0.2466,0.766
2026-01-19,AdMob,IN,Interstitial,78250,1549,44.86,0.7406,0.7742
2026-01-19,AdMob,IN,Rewarded,113421,2096,100.61,1.2639,0.7019
2026-01-19,AdMob,IN,Native,218718,3581,88.68,0.6011,0.6745
2026-01-19,AdMob,BR,Banner,152984,2727,47.49,0.379,0.8191
2026-01-19,AdMob,BR,Interstitial,33442,661,30.04,1.0848,0.8279
2026-01-19,AdMob,BR,Rewarded,44281,835,56.72,1.6226,0.7894
2026-01-19,AdMob,BR,Native,75917,1795,48.67,0.8698,0.7371
2026-01-19,AdMob,ID,Banner,201880,4267,26.8,0.1764,0.7527
2026-01-19,AdMob,ID,Interstitial,37577,710,14.76,0.5552,0.7074
2026-01-19,AdMob,ID,Rewarded,62888,1308,35.36,0.8947,0.6285
2026-01-19,AdMob,ID,Native,86820,1691,22.03,0.4127,0.6149
2026-01-19,AdMob,DE,Banner,107460,1752,174.66,1.7582,0.9244
2026-01-19,AdMob,DE,Interstitial,18164,411,89.78,5.5403,0.8922
2026-01-19,AdMob,DE,Rewarded,33082,653,210.87,7.9253,0.8043
2026-01-19,AdMob,DE,Native,44860,804,125.08,3.4889,0.7992
2026-01-19,AdMob,JP,Banner,115248,2378,174.51,1.65,0.9177
2026-01-19,AdMob,JP,Interstitial,26252,550,140.32,6.4939,0.8231
2026-01-19,AdMob,JP,Rewarded,32311,715,223.04,8.4362,0.8182
2026-01-19,AdMob,JP,Native,59699,955,183.54,4.0965,0.7505
2026-01-19,Unity,US,Banner,161415,3623,347.68,2.4012,0.897
2026-01-19,Unity,US,Interstitial,32686,749,227.94,7.9756,0.8744
2026-01-19,Unity,US,Rewarded,48426,1064,461.42,11.6753,0.8161
2026-01-19,Unity,US,Native,88830,1984,459.7,6.327,0.8179
2026-01-19,Unity,IN,Banner,288719,6893,51.49,0.2397,0.7441
2026-01-19,Unity,IN,Interstitial,54042,987,30.3,0.7444,0.7534
2026-01-19,Unity,IN,Rewarded,86161,1954,73.44,1.2208,0.6982
2026-01-19,Unity,IN,Native,130128,2772,48.0,0.5542,0.6655
2026-01-19,Unity,BR,Banner,113945,1960,34.63,0.3524,0.8624
2026-01-19,Unity,BR,Interstitial,23725,383,22.97,1.1719,0.826
2026-01-19,Unity,BR,Rewarded,28714,580,40.93,1.7953,0.7939
2026-01-19,Unity,BR,Native,59270,1005,35.82,0.8373,0.7218
2026-01-19,Unity,ID,Banner,152711,3556,19.54,0.1709,0.7488
2026-01-19,Unity,ID,Interstitial,31723,705,13.3,0.6024,0.6961
2026-01-19,Unity,ID,Rewarded,37350,746,21.19,0.9182,0.6178
2026-01-19,Unity,ID,Native,62751,1221,14.9,0.3934,0.6037
2026-01-19,Unity,DE,Banner,72586,1267,98.65,1.5096,0.9003
2026-01-19,Unity,DE,Interstitial,14310,313,69.53,5.6511,0.8598
2026-01-19,Unity,DE,Rewarded,19964,396,139.54,8.6874,0.8046
2026-01-19,Unity,DE,Native,36555,765,98.79,3.4791,0.7768
2026-01-19,Unity,JP,Banner,82508,1929,114.96,1.6509,0.844
2026-01-19,Unity,JP,Interstitial,18493,383,84.61,5.5525,0.824
2026-01-19,Unity,JP,Rewarded,28892,667,182.22,8.1786,0.7711
2026-01-19,Unity,JP,Native,37307,779,115.26,3.9492,0.7823
2026-01-19,AppLovin,US,Banner,116062,2084,236.97,2.3292,0.8766
2026-01-19,AppLovin,US,Interstitial,27861,650,207.98,8.3571,0.8933
2026-01-19,AppLovin,US,Rewarded,36465,848,361.81,11.9628,0.8294
2026-01-19,AppLovin,US,Native,68207,1403,295.38,5.4333,0.7971
2026-01-19,AppLovin,IN,Banner,224447,5170,38.98,0.2219,0.7827
2026-01-19,AppLovin,IN,Interstitial,38920,709,22.0,0.7971,0.7092
2026-01-19,AppLovin,IN,Rewarded,56841,1119,51.01,1.3068,0.6867
2026-01-19,AppLovin,IN,Native,105139,2303,36.35,0.5222,0.6621
2026-01-19,AppLovin,BR,Banner,83254,1416,26.56,0.3691,0.8644
2026-01-19,AppLovin,BR,Interstitial,17005,308,15.69,1.1118,0.8297
2026-01-19,AppLovin,BR,Rewarded,25426,451,37.48,1.8792,0.7844
2026-01-19,AppLovin,BR,Native,36859,620,23.51,0.8598,0.742
2026-01-19,AppLovin,ID,Banner,113870,2571,15.54,0.194,0.7035
2026-01-19,AppLovin,ID,Interstitial,20109,415,8.04,0.5954,0.6713
2026-01-19,AppLovin,ID,Rewarded,32069,692,18.61,0.884,0.6564
2026-01-19,AppLovin,ID,Native,53166,1045,12.89,0.3824,0.634
2026-01-19,AppLovin,DE,Banner,46436,1072,65.28,1.5648,0.8985
2026-01-19,AppLovin,DE,Interstitial,9635,190,45.65,5.7747,0.8205
2026-01-19,AppLovin,DE,Rewarded,17212,344,117.73,8.6962,0.7866
2026-01-19,AppLovin,DE,Native,23002,509,68.38,3.7804,0.7864
2026-01-19,AppLovin,JP,Banner,57401,1092,99.51,1.952,0.8881
2026-01-19,AppLovin,JP,Interstitial,12507,248,64.44,6.1261,0.841
2026-01-19,AppLovin,JP,Rewarded,18777,381,129.1,8.4175,0.8168
2026-01-19,AppLovin,JP,Native,27791,655,95.93,4.4236,0.7803
2026-01-19,ironSource,US,Banner,96070,1623,209.34,2.3641,0.9217
2026-01-19,ironSource,US,Interstitial,22603,435,153.4,7.9621,0.8524
2026-01-19,ironSource,US,Rewarded,28948,502,322.2,13.5014,0.8244
2026-01-19,ironSource,US,Native,46508,971,209.15,5.9608,0.7544
2026-01-19,ironSource,IN,Banner,163155,3801,33.25,0.2503,0.8141
2026-01-19,ironSource,IN,Interstitial,36282,668,19.66,0.7592,0.7137
2026-01-19,ironSource,IN,Rewarded,53689,906,51.28,1.3133,0.7272
2026-01-19,ironSource,IN,Native,90738,1772,31.55,0.5514,0.6305
2026-01-19,ironSource,BR,Banner,51829,1025,15.74,0.3632,0.8363
2026-01-19,ironSource,BR,Interstitial,12407,241,13.12,1.2885,0.8206
2026-01-19,ironSource,BR,Rewarded,19724,399,28.25,1.946,0.7359
2026-01-19,ironSource,BR,Native,28060,642,15.75,0.7639,0.7347
2026-01-19,ironSource,ID,Banner,71909,1676,10.25,0.1912,0.7454
2026-01-19,ironSource,ID,Interstitial,14873,303,6.48,0.6485,0.6717
2026-01-19,ironSource,ID,Rewarded,20763,406,11.25,0.8179,0.6623
2026-01-19,ironSource,ID,Native,37075,593,9.09,0.394,0.6224
2026-01-19,ironSource,DE,Banner,43670,833,57.56,1.5112,0.8722
2026-01-19,ironSource,DE,Interstitial,7963,188,35.71,5.3405,0.8397
2026-01-19,ironSource,DE,Rewarded,12509,287,75.1,7.4637,0.8043
2026-01-19,ironSource,DE,Native,18808,392,52.22,3.5378,0.7848
2026-01-19,ironSource,JP,Banner,51054,1071,71.0,1.6393,0.8484
2026-01-19,ironSource,JP,Interstitial,9123,166,46.0,6.0049,0.8398
2026-01-19,ironSource,JP,Rewarded,17017,282,132.49,9.6164,0.8096
2026-01-19,ironSource,JP,Native,22045,525,66.81,4.1939,0.7226
2026-01-20,AdMob,US,Banner,224389,4737,517.96,2.5436,0.9075
2026-01-20,AdMob,US,Interstitial,44435,1026,318.17,8.3815,0.8543
2026-01-20,AdMob,US,Rewarded,64663,1188,763.75,13.805,0.8556
2026-01-20,AdMob,US,Native,135848,2745,599.57,5.3921,0.8185
2026-01-20,AdMob,IN,Banner,376393,9001,65.55,0.2334,0.7462
2026-01-20,AdMob,IN,Interstitial,68943,1626,41.89,0.8248,0.7368
2026-01-20,AdMob,IN,Rewarded,110855,2397,93.82,1.2077,0.7008
2026-01-20,AdMob,IN,Native,174080,3813,58.94,0.5257,0.6441
2026-01-20,AdMob,BR,Banner,136011,3113,41.03,0.3653,0.8258
2026-01-20,AdMob,BR,Interstitial,33979,607,32.56,1.2044,0.7956
2026-01-20,AdMob,BR,Rewarded,38922,788,51.9,1.7167,0.7768
2026-01-20,AdMob,BR,Native,84990,1692,51.49,0.8226,0.7365
2026-01-20,AdMob,ID,Banner,200754,3968,24.7,0.1716,0.7168
2026-01-20,AdMob,ID,Interstitial,42479,694,18.65,0.6529,0.6723
2026-01-20,AdMob,ID,Rewarded,59933,1323,34.09,0.908,0.6265
2026-01-20,AdMob,ID,Native,114547,2634,31.1,0.4574,0.5935
2026-01-20,AdMob,DE,Banner,106134,2419,156.79,1.6348,0.9037
2026-01-20,AdMob,DE,Interstitial,19880,410,91.05,5.3605,0.8544
2026-01-20,AdMob,DE,Rewarded,27201,573,199.77,8.9115,0.8241
2026-01-20,AdMob,DE,Native,43992,731,127.25,3.9302,0.736
2026-01-20,AdMob,JP,Banner,126024,2106,197.48,1.765,0.8878
2026-01-20,AdMob,JP,Interstitial,24482,501,120.41,5.6097,0.8767
2026-01-20,AdMob,JP,Rewarded,39608,942,261.43,8.6858,0.7599
2026-01-20,AdMob,JP,Native,58492,947,183.67,4.136,0.7592
2026-01-20,Unity,US,Banner,191288,3154,442.02,2.5687,0.8996
2026-01-20,Unity,US,Interstitial,31456,566,256.84,9.1716,0.8903
2026-01-20,Unity,US,Rewarded,45658,878,504.01,13.2361,0.834
2026-01-20,Unity,US,Native,83919,1994,374.6,5.613,0.7953
2026-01-20,Unity,IN,Banner,252760,4947,47.87,0.2447,0.7741
2026-01-20,Unity,IN,Interstitial,51869,1055,32.7,0.852,0.7399
2026-01-20,Unity,IN,Rewarded,79079,1717,59.79,1.1236,0.6729
2026-01-20,Unity,IN,Native,127241,2459,48.5,0.5813,0.6557
2026-01-20,Unity,BR,Banner,104029,1922,29.75,0.3505,0.8161
2026-01-20,Unity,BR,Interstitial,22031,433,21.58,1.2398,0.7902
